GRND_UDGD_SE,ORTM_UTLZ_TYPE,SGG_CD,FCLT_CD,FCLT_SE_CD,ROAD_NM_CD,LOT_MIN,SHNT_PSBLTY_NOPE,FCLT_SCL,LOT_SEC,EMD_NM,FCLT_ADDR_RONA,SE_CD,OPN_YN,LAT_SEC,LAT_PROVIN,LAT_MIN,MNG_INST_TELNO,FCLT_NM,FCLT_DSGN_DAY,MNG_INST_NM,FCLT_ADDR_LOTNO,SCL_UNIT,LOT_PROVIN,EMD_CD
1,지하주차장,3480000,S201700002,3           ,4244341     ,29,1024,845,35,화원읍,대구광역시 달성군 화원읍 사문진로6길 17 (한샘타운),2,Y,16,35,48,053-668-2890,한샘타운 지하주차장 1층,20170411,대구광역시 달성군청,대구광역시 달성군 화원읍 329번지 2호,㎡,128,3480021     
1,지하주차장,3480000,S201700003,3           ,4244603     ,29,7522,6206,50,화원읍,대구광역시 달성군 화원읍 화원로3길 66 (화원태왕리더스),2,Y,20,35,48,053-668-2890,화원태왕리더스 지하주차장 1~2층,20170411,대구광역시 달성군청,대구광역시 달성군 화원읍 138번지 1호,㎡,128,3480021     
1,지하주차장,3480000,S199600002,3           ,3007026     ,30,1193,985,43,화원읍,대구광역시 달성군 화원읍 비슬로 2715 (청구청룡맨션),2,Y,39,35,48,053-668-2890,청구청룡아파트 지하주차장 1층,19960102,대구광역시 달성군청,대구광역시 달성군 화원읍 구라리 1736번지 3호,㎡,128,3480021     
1,지하주차장,3480000,S200200001,3           ,3148049     ,29,11129,9182,43,화원읍,대구광역시 달성군 화원읍 명천로 231 (명곡미래빌 2단지),2,Y,55,35,47,053-668-2890,명곡미래빌 2단지 아파트 지하주차장 1~2층,20020304,대구광역시 달성군청,대구광역시 달성군 화원읍 명곡리 101 명곡미래빌 2단지,㎡,128,3480021     
1,지하주차장,3480000,S201700004,3           ,4244398     ,29,921,760,23,화원읍,대구광역시 달성군 화원읍 성화로6길 5 (화원대백아파트),2,Y,7,35,48,053-668-2890,대백아파트 지하주차장 1층,20170411,대구광역시 달성군청,대구광역시 달성군 화원읍 505번지,㎡,128,3480021     
1,지하주차장,3480000,S201700007,3           ,3007031     ,29,6332,5224,57,화원읍,대구광역시 달성군 화원읍 화암로 120 (명곡미래빌4단지),2,Y,52,35,47,053-668-2890,명곡미래빌 4단지 아파트 지하주차장 1~3층,20170414,대구광역시 달성군청,대구광역시 달성군 화원읍 139번지,㎡,128,3480021     
1,지하주차장,3480000,S201700008,3           ,3148049     ,29,9065,7479,38,화원읍,대구광역시 달성군 화원읍 명천로 243 (명곡역미래빌5단지),2,Y,50,35,47,053-668-2890,명곡미래빌 5단지 지하주차장 1~2층,20170414,대구광역시 달성군청,대구광역시 달성군 화원읍 220번지,㎡,128,3480021     
1,기타,3480000,S201700009,3           ,3007026     ,29,4802,3962,22,화원읍,대구광역시 달성군 화원읍 비슬로 지하 2476,2,Y,55,35,47,053-668-2890,설화명곡역 지하 1~3층,20170419,대구광역시 달성군청,대구광역시 달성군 화원읍 562번지 1호,㎡,128,3480021     
0,식수,3480000,E199700001,1           ,4244327     ,30,0,180,17,화원읍,대구광역시 달성군 화원읍 비슬로525길 10,1,Y,23,35,48,053-668-2890,정부지원 비상급수시설(천내근린공원내),19970101,대구광역시 달성군청,대구광역시 달성군 화원읍 천내리 55번지,t(톤),128,3480021     
1,생활용수,3480000,E200100001,3           ,3148029     ,29,0,45,60,화원읍,대구광역시 달성군 화원읍 명곡로 11 (명곡미래빌 1단지),1,Y,58,35,47,053-668-2890,민간시설(명곡미래빌1단지내),20010102,대구광역시 달성군청,대구광역시 달성군 화원읍 명곡리 112번지,t(톤),128,3480021     
0,생활용수,3480000,E200200001,3           ,4244329     ,30,0,700,25,화원읍,대구광역시 달성군 화원읍 비슬로530길 29-15,1,Y,19,35,48,053-668-2890,민간시설(화원식염온천),20020304,대구광역시 달성군청,대구광역시 달성군 화원읍 44번지,t(톤),128,3480021     
1,지하주차장,3480000,S199600003,3           ,4244397     ,29,5572,4597,31,화원읍,대구광역시 달성군 화원읍 성화로4길 13 (화원태왕타운),2,Y,11,35,48,053-668-2890,태왕아파트 지하주차장 1층,19960102,대구광역시 달성군청,대구광역시 달성군 화원읍 성산리 501 화원태왕타운,㎡,128,3480021     
1,지하주차장,3480000,S199800001,3           ,4244331     ,30,3626,2992,26,화원읍,대구광역시 달성군 화원읍 비슬로539길 17 (삼우청솔타운),2,Y,36,35,48,053-668-2890,삼우청솔아파트 지하주차장 1~2층,19980102,대구광역시 달성군청,대구광역시 달성군 화원읍 구라리 1687 삼우청솔타운,㎡,128,3480021     
1,지하주차장,3480000,S199800002,3           ,4244331     ,30,2073,1711,33,화원읍,대구광역시 달성군 화원읍 비슬로539길 5 (청구청산맨션),2,Y,31,35,48,053-668-2890,청구청산아파트 지하주차장 1~2층,19980102,대구광역시 달성군청,대구광역시 달성군 화원읍 1734번지 1호,㎡,128,3480021     
1,지하주차장,3480000,S201700005,3           ,3007026     ,30,2355,1943,28,화원읍,대구광역시 달성군 화원읍 비슬로 2674 (청구청탑맨션),2,Y,25,35,48,053-668-2890,청구청탑 맨션 지하주차장 1~2층,20170412,대구광역시 달성군청,대구광역시 달성군 화원읍 1번지 2호,㎡,128,3480021     
1,지하주차장,3480000,S201700006,3           ,3148029     ,29,5610,4629,42,화원읍,대구광역시 달성군 화원읍 명곡로 30 (명곡미래빌3단지),2,Y,45,35,47,053-668-2890,명곡미래빌 3단지 아파트 지하주차장 1층,20170414,대구광역시 달성군청,대구광역시 달성군 화원읍 130번지,㎡,128,3480021     
1,지하주차장,3480000,S200100001,3           ,3000058     ,29,3190,2632,18,화원읍,대구광역시 달성군 화원읍 사문진로 349 (화원삼주타운),2,Y,28,35,48,053-668-2890,삼주타운 지하주차장 1~2층,20010102,대구광역시 달성군청,대구광역시 달성군 화원읍 성산리 55 화원삼주타운,㎡,128,3480021     
1,지하주차장,3480000,S200100002,3           ,3148029     ,29,11516,9501,50,화원읍,대구광역시 달성군 화원읍 명곡로 11 (명곡미래빌1단지),2,Y,59,35,47,053-668-2890,명곡미래빌 1단지 아파트 지하주차장 1층,20010102,대구광역시 달성군청,대구광역시 달성군 화원읍 명곡리 112번지,㎡,128,3480021     
0,생활용수,3480000,E201900004,3           ,3007026     ,29,0,75,33,화원읍,대구광역시 달성군 화원읍 비슬로 2508,1,Y,1,35,48,053-668-2890,새롬사우나(2),20190523,대구광역시 달성군청,대구광역시 달성군 화원읍 301번지 3호,t(톤),128,3480021     
0,기타,3480000,E202100001,3           ,4244336     ,28,0,520,43,화원읍,"대구광역시 달성군 화원읍 사문진로1길 40-14, 화원유원지",1,Y,41,35,48,053-668-2890,화원유원지,20210511,대구광역시 달성군청,대구광역시 달성군 화원읍 성산리 310 화원유원지,t(톤),128,3480021     
1,기타,3480000,S201700010,3           ,3007026     ,30,6183,5101,2,화원읍,대구광역시 달성군 화원읍 비슬로 지하 2600,2,Y,16,35,48,053-668-2890,화원역 지하1~3층,20170426,대구광역시 달성군청,대구광역시 달성군 화원읍 896번지 1호,㎡,128,3480021     
1,생활용수,3480000,E201100001,3           ,3148026     ,25,0,492,53,논공읍,대구광역시 달성군 논공읍 달성군청로 33,1,Y,29,35,46,053-668-2890,대구광역시 달성군청,20111116,대구광역시 달성군청,대구광역시 달성군 논공읍 금포리 1313번지,t(톤),128,3480042     
1,지하주차장,3420000,S200900004,3           ,3142035     ,41,2580,2129,29,안심1동,"대구광역시 동구 율하서로 59 (율하동, 율하휴먼시아5단지)",2,Y,52,35,51,053-662-4710,율하휴먼시아5단지아파트 지하주차장1층,20091204,대구광역시 동구청,대구광역시 동구 율하동 1302번지,㎡,128,3420048     
1,지하주차장,3420000,S201100014,3           ,4226284     ,42,2928,2416,12,안심1동,"대구광역시 동구 율하동로8길 16 (율하동, 율하휴먼시아10단지)",2,Y,42,35,51,053-662-4710,율하휴먼시아10단지아파트 지하주차장1층,20110201,대구광역시 동구청,대구광역시 동구 율하동 1621번지,㎡,128,3420048     
1,지하주차장,3420000,S201100015,3           ,3142034     ,41,1458,1203,55,안심1동,"대구광역시 동구 율하동로 19 (율하동, 율하휴먼시아11단지)",2,Y,39,35,51,053-662-4710,율하리버파크아파트 지하주차장1층,20110201,대구광역시 동구청,대구광역시 동구 율하동 1412번지,㎡,128,3420048     
1,지하주차장,3420000,S201100017,3           ,4226038     ,41,1370,1131,25,안심1동,"대구광역시 동구 금호강변로3길 9 (율하동, 율하휴먼시아15단지)",2,Y,13,35,52,053-662-4710,율하휴먼시아15단지아파트 지하주차장1층,20110201,대구광역시 동구청,대구광역시 동구 율하동 1099번지,㎡,128,3420048     
1,지하주차장,3420000,S201100011,3           ,4226236     ,41,2424,2000,39,안심1동,"대구광역시 동구 안심로16길 45 (율하동, 율하휴먼시아6단지)",2,Y,51,35,51,053-662-4710,율하휴먼시아6단지아파트 지하주차장1층,20110201,대구광역시 동구청,대구광역시 동구 율하동 1461번지,㎡,128,3420048     
1,기타,3420000,S199800003,3           ,3142029     ,42,9390,7747,5,안심1동,"대구광역시 동구 안심로 지하 159 (신기동, 신기역)",2,Y,2,35,52,053-662-4710,신기지하철역건물 지하1층,19980101,대구광역시 동구청,대구광역시 동구 신기동 227번지,㎡,128,3420048     
1,지하주차장,3420000,S201100013,3           ,4226237     ,41,758,626,59,안심1동,"대구광역시 동구 안심로22길 75 (율하동, 율하휴먼시아8단지)",2,Y,51,35,51,053-662-4710,율하센트럴파크8단지 지하주차장1층,20110201,대구광역시 동구청,대구광역시 동구 율하동 1467번지,㎡,128,3420048     
1,지하주차장,3420000,S201100018,3           ,3142029     ,41,11757,9700,36,안심1동,"대구광역시 동구 안심로 80 (율하동, 롯데쇼핑프라자)",2,Y,6,35,52,053-662-4710,롯데마트대구율하점건물 지하1층,20110201,대구광역시 동구청,대구광역시 동구 율하동 1117번지,㎡,128,3420048     
1,주차장,3420000,S201700001,3           ,4226237     ,41,2424,2000,48,안심1동,"대구광역시 동구 안심로22길 55 (율하동, 율하휴먼시아7단지)",2,Y,55,35,51,053-662-4710,율하휴먼시아7단지아파트 지하주차장1층,20171201,대구광역시 동구청,대구광역시 동구 율하동 1464번지,㎡,128,3420048     
1,기타,3420000,S199400002,3           ,4226237     ,41,968,799,54,안심1동,"대구광역시 동구 안심로22길 3 (율하동, 안심주공1단지임대아파트)",2,Y,58,35,51,053-662-4710,안심주공1단지아파트 지하주차장1층,19940101,대구광역시 동구청,대구광역시 동구 율하동 1018번지,㎡,128,3420048     
1,지하주차장,3420000,S200800003,3           ,3142025     ,37,8160,6732,19,신암3동,"대구광역시 동구 신암남로 50(신암동, 신암건영캐스빌)",2,Y,43,35,52,053-662-3640,신암건영캐스빌아파트 지하주차장1층,20081219,대구광역시 동구청,대구광역시 동구 신암동 194-1 신암건영캐스빌,㎡,128,3420029     
1,지하주차장,3420000,S200200002,3           ,4226155     ,39,1930,1593,60,해안동,대구광역시 동구 방촌로1길 109 (방촌동),2,Y,0,35,53,053-662-3900,성호그린빌라트 지하주차장1층,20020101,대구광역시 동구청,대구광역시 동구 방촌동 902번지 1호,㎡,128,3420069     
1,지하주차장,3420000,S201000009,3           ,4226089     ,39,3106,2563,44,해안동,대구광역시 동구 동촌로25길 69 (방촌동),2,Y,1,35,53,053-662-3900,유선아덴힐즈아파트 지하주차장1층,20101223,대구광역시 동구청,대구광역시 동구 방촌동 1002번지 2호,㎡,128,3420069     
1,기타,3420000,S199900212,3           ,3142010     ,40,7346,6061,12,해안동,"대구광역시 동구 동촌로 지하 275 (방촌동, 방촌역)",2,Y,47,35,52,053-662-3900,방촌지하철역건물 지하1층,19990101,대구광역시 동구청,대구광역시 동구 방촌동 857번지 19호,㎡,128,3420069     
1,기타,3420000,S199700027,3           ,3142028     ,38,10073,8311,23,신암5동,"대구광역시 동구 아양로 지하 245 (신암동, 아양교역)",2,Y,14,35,53,053-662-3010,아양교지하철역건물 지하1~4층,19970303,대구광역시 동구청,대구광역시 동구 신암동 1575번지,㎡,128,3420063     
1,기타,3420000,S199800002,3           ,3142029     ,41,2184,1802,34,안심1동,"대구광역시 동구 안심로 지하 57 (율하동, 율하역)",2,Y,12,35,52,053-662-4710,율하지하철역건물 지하1층,19980101,대구광역시 동구청,대구광역시 동구 율하동 840번지 27호,㎡,128,3420048     
1,주차장,3450000,S199800014,3           ,4235416     ,35,2747,2267,11,침산1동,"대구광역시 북구 침산남로9길 167 (침산동, 침산남영타운)",2,Y,58,35,53,053-665-4310,남영타운 지하주차장(지하1~2층),19981201,대구광역시 북구청,대구광역시 북구 침산동 810번지 32호,㎡,128,3450030     
1,주차장,3450000,S199800015,3           ,4235415     ,34,8798,7259,46,침산1동,"대구광역시 북구 침산남로7길 50-21 (침산동, 침산동화타운)",2,Y,38,35,53,053-665-4310,침산동화타운 지하주차장(지하1~2층),19981201,대구광역시 북구청,대구광역시 북구 침산동 1414번지,㎡,128,3450030     
0,식수,3450000,E199300002,1           ,4235171     ,36,0,500,51,무태조야동,대구광역시 북구 도덕길 176-1 (연경동),1,Y,25,35,57,053-665-3900,연경동 비상급수시설,19930816,대구광역시 북구청,대구광역시 북구 연경동 252번지 2호,t(톤),128,3450066     
0,생활용수,3450000,E198400006,1           ,2145001     ,33,0,520,3,읍내동,"대구광역시 북구 칠곡중앙대로 526-0 (읍내동, 칠곡시장)",1,Y,32,35,56,053-665-4310,칠곡시장,19841231,대구광역시 북구청,대구광역시 북구 읍내동 1201번지 1호,t(톤),128,3450083     
1,기타,3450000,S199500007,3           ,3145016     ,34,416,344,12,노원동,대구광역시 북구 노원로 70 (노원동3가),2,Y,38,35,53,053-665-4310,강병원 지하 1층,19950101,대구광역시 북구청,대구광역시 북구 노원동3가 1013번지,㎡,128,3450104     
1,기타,3450000,S199800001,3           ,3007024     ,33,593,490,20,노원동,대구광역시 북구 팔달로 53 (노원동3가),2,Y,28,35,53,053-665-4310,"기아자동차 지하 1층, 세미나실",19980101,대구광역시 북구청,대구광역시 북구 노원동3가 558번지,㎡,128,3450104     
1,지하주차장,3450000,S201100002,3           ,3145036     ,34,6379,5263,36,노원동,"대구광역시 북구 오봉로 39 (노원동2가, 노원동화타운)",2,Y,30,35,53,053-665-4310,노원동화타운 지하주차장 1~2층,20110502,대구광역시 북구청,대구광역시 북구 노원동2가 44번지,㎡,128,3450104     
1,기타,3450000,S198500001,3           ,3145016     ,33,1560,1287,50,노원동,대구광역시 북구 노원로 6 (노원동3가),2,Y,24,35,53,053-665-4310,현대자동차서비스 지하 1층,19850102,대구광역시 북구청,대구광역시 북구 노원동3가 735번지 3호,㎡,128,3450104     
1,기타,3450000,S200000003,3           ,3145016     ,34,158,131,26,노원동,대구광역시 북구 노원로 125 (노원동3가),2,Y,50,35,53,053-665-4310,건영화물 사무실 지하1층,20000101,대구광역시 북구청,대구광역시 북구 노원동3가 185번지 1호,㎡,128,3450104     
1,,3450000,S202100004,3           ,4235104     ,34,56705,46782,11,노원동,"대구광역시 북구 노원로10길 40 (노원동3가, 대구노원한신더휴)",2,N,30,35,53,053-665-4310,노원한신더휴 지하주차장 1~2층,20210224,대구광역시 북구청,대구광역시 북구 노원동3가 1227 대구노원한신더휴,㎡,128,3450104     
0,생활용수,3450000,E200000003,2           ,,34,0,100,3,구암동,,1,Y,56,35,55,053-665-2850,운암지공원,20000530,대구광역시 북구청,대구광역시 북구 구암동 349번지,t(톤),128,3450082     
0,생활용수,3450000,E200600004,3           ,4235491     ,35,0,340,53,무태조야동,대구광역시 북구 호국로57길 6 (서변동),1,Y,41,35,55,053-665-3900,유니버시아드레포츠센터,20060111,대구광역시 북구청,대구광역시 북구 서변동 1724번지 1호,t(톤),128,3450066     
1,지하주차장,3450000,S200500002,3           ,3145031     ,35,1520,1254,50,무태조야동,"대구광역시 북구 서변로 50 (서변동, 화성리버파크2단지)",2,Y,14,35,55,053-665-4310,화성리버파크2단지아파트 지하주차장 1층,20050125,대구광역시 북구청,대구광역시 북구 서변동 1793번지,㎡,128,3450066     
1,지하주차장,3450000,S200500003,3           ,3145031     ,35,9592,7914,50,무태조야동,"대구광역시 북구 서변로 88 (서변동, 동서리치모아)",2,Y,25,35,55,053-665-4310,동서리치모아아파트 지하주차장 1층,20050125,대구광역시 북구청,대구광역시 북구 서변동 1772번지,㎡,128,3450066     
1,주차장,3450000,S201600002,3           ,4235491     ,35,1477,1219,50,무태조야동,"대구광역시 북구 호국로57길 20 (서변동, 서변청아람)",2,Y,40,35,55,053-665-4310,서변청아람 지하주차장 1층,20160122,대구광역시 북구청,대구광역시 북구 서변동 1724번지,㎡,128,3450066     
1,지하주차장,3450000,S200500001,3           ,3145023     ,36,776,641,14,무태조야동,"대구광역시 북구 동변로 50 (동변동, 유니버시아드선수촌)",2,Y,4,35,55,053-665-4310,유니버시아드선수촌1단지 지하주차장 1층,20050125,대구광역시 북구청,대구광역시 북구 동변동 697번지,㎡,128,3450066     
0,농공용수,3450000,E202300001,3           ,3007018     ,36,0,300,5,무태조야동,대구광역시 북구 동화천로 67-41 (서변동),1,Y,4,35,56,053-665-4310,서변동 92,20231221,대구광역시 북구청,대구광역시 북구 서변동 92,t(톤),128,3450066     
1,지하주차장,3450000,S200400047,3           ,3145023     ,36,3556,2934,13,무태조야동,"대구광역시 북구 동변로 55(동변동, 대구동서변그린빌)",2,Y,6,35,55,053-665-4310,대구동서변그린빌 지하주차장 1층,20040101,대구광역시 북구청,대구광역시 북구 동변동 679 대구동서변그린빌,㎡,128,3450066     
1,,3450000,S202100002,3           ,3352095     ,37,28406,23435,2,무태조야동,"대구광역시 북구 연경중앙로 55 (연경동, 대구연경 연경숲)",2,N,50,35,56,053-665-4310,대구연경 연경숲 지하주차장 1층,20210224,대구광역시 북구청,대구광역시 북구 연경동 923 대구연경 연경숲,㎡,128,3450066     
1,지하주차장,3450000,S200900002,3           ,4235480     ,34,2888,2383,3,국우동,"대구광역시 북구 학정로110길 29(학정동, 학정청아람)",2,Y,10,35,57,053-665-4310,학정청아람 지하주차장 1~2층,20091123,대구광역시 북구청,대구광역시 북구 학정동 925 학정청아람,㎡,128,3450105     
1,지하주차장,3450000,S200900004,3           ,3145011     ,34,9309,7680,47,국우동,"대구광역시 북구 구리로 254(국우동, 칠곡현대아파트)",2,Y,53,35,56,053-665-4310,칠곡현대아파트 지하주차장 1층,20091207,대구광역시 북구청,대구광역시 북구 국우동 1110-3 칠곡현대아파트,㎡,128,3450105     
1,지하주차장,3450000,S200500014,3           ,3007016     ,34,2021,1668,53,고성동,"대구광역시 북구 고성로 141 (고성동3가, KT북대구지사)",2,Y,53,35,52,053-665-4310,KT북대구지사지하주차장 지하1층,20050125,대구광역시 북구청,대구광역시 북구 고성동3가 103번지,㎡,128,3450026     
1,지하주차장,3450000,S201600004,3           ,3145007     ,34,2000,1650,56,고성동,"대구광역시 북구 고성북로 3 (고성동2가, 고성아파트)",2,Y,49,35,52,053-665-4310,고성아파트지하주차장 지하1층,20160122,대구광역시 북구청,대구광역시 북구 고성동2가 112-3 고성아파트,㎡,128,3450026     
1,주차장,3450000,S202200001,3           ,3145007     ,35,36947,30482,0,고성동,"대구광역시 북구 고성북로 34(고성동3가, 오페라트루엘 시민의 숲)",2,Y,59,35,52,053-665-4310,오페라트루엘시민의숲지하주차장(지하1~2층),20220321,대구광역시 북구청,대구광역시 북구 고성동3가 145 오페라트루엘 시민의 숲,㎡,128,3450026     
1,생활용수,3450000,E199600002,4           ,3145009     ,32,0,100,31,태전1동,"대구광역시 북구 관음로 24 (태전동, 칠곡대백맨션)",1,Y,55,35,55,053-665-3900,칠곡대백맨션,19960101,대구광역시 북구청,대구광역시 북구 태전동 1066번지,t(톤),128,3450080     
1,생활용수,3450000,E200900003,4           ,2145001     ,32,0,150,53,태전1동,"대구광역시 북구 칠곡중앙대로 411 (태전동, 우영펠리스)",1,Y,58,35,55,053-665-3900,우영펠리스 2호공,20091218,대구광역시 북구청,대구광역시 북구 태전동 940번지,t(톤),128,3450080     
1,생활용수,3450000,E200900002,4           ,2145001     ,32,0,150,53,태전1동,"대구광역시 북구 칠곡중앙대로 411 (태전동, 우영펠리스)",1,Y,57,35,55,053-665-3900,우영펠리스 1호공,20090701,대구광역시 북구청,대구광역시 북구 태전동 940번지,t(톤),128,3450080     
1,생활용수,3450000,E200900004,4           ,2145001     ,32,0,150,53,태전1동,"대구광역시 북구 칠곡중앙대로 411 (태전동, 우영펠리스)",1,Y,57,35,55,053-665-3900,우영펠리스 3호공,20090701,대구광역시 북구청,대구광역시 북구 태전동 940번지,t(톤),128,3450080     
1,기타,3450000,S200300059,3           ,3145021     ,36,220,182,35,산격3동,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",2,Y,14,35,53,053-665-4310,경북대 인문대 지하 1층,20030820,대구광역시 북구청,대구광역시 북구 산격동 1370번지 1호,㎡,128,3450038     
1,교육시설,3450000,S200300058,3           ,3145021     ,36,344,284,35,산격3동,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",2,Y,15,35,53,053-665-4310,경북대 농과대1호관 지하 1층,20030820,대구광역시 북구청,대구광역시 북구 산격동 1370번지 1호,㎡,128,3450038     
1,주차장,3420000,S202300001,3           ,4226234     ,37,22993,18970,5,신암1동,"대구광역시 동구 아양로9길 35 (신암동, 동대구 에일린의 뜰)",2,Y,7,35,53,053-662-3600,동대구에일린의뜰아파트 지하주차장2층,20230807,대구광역시 동구청,대구광역시 동구 신암동 1846 동대구 에일린의 뜰,㎡,128,3420027     
0,생활용수,3420000,E200000003,1           ,3000048     ,38,0,192,47,공산동,대구광역시 동구 팔공로 511 (지묘동),1,Y,38,35,56,053-662-2640,지묘동 공산댐건너공터 민방위 비상급수시설,20001218,대구광역시 동구청,대구광역시 동구 지묘동 188번지 1호,t(톤),128,3420071     
1,지하주차장,3420000,S200900005,3           ,4226232     ,37,2500,2063,3,신암1동,"대구광역시 동구 아양로7길 12 (신암동, 신암뜨란채)",2,Y,58,35,52,053-662-3600,신암뜨란채아파트 지하주차장1층,20091204,대구광역시 동구청,대구광역시 동구 신암동 766번지,㎡,128,3420027     
1,지하주차장,3420000,S201100009,3           ,4226164     ,37,6060,5000,21,신천3동,"대구광역시 동구 송라로10길 34 (신천동, 화성파크드림이스트밸리)",2,Y,17,35,52,053-662-2310,화성파크드림 이스트밸리 지하주차장1층,20110201,대구광역시 동구청,대구광역시 동구 신천동 160번지 1호,㎡,128,3420033     
1,기타,3420000,S201100036,3           ,3142009     ,37,848,700,3,신천3동,"대구광역시 동구 동부로 지하41, 신천역 (신천동)",2,Y,28,35,52,053-662-2310,신천지하철역 건물 지하1층,20000201,대구광역시 동구청,대구광역시 동구 신천동 741 신천역,㎡,128,3420033     
1,생활용수,3420000,E198300005,1           ,4226168     ,37,0,700,21,신천3동,"대구광역시 동구 송라로14길 132 (신천동, 신천청아람)",1,Y,24,35,52,053-662-2640,신천청아람내 민방위 비상급수시설,20100219,대구광역시 동구청,대구광역시 동구 신천동 200번지 1호,t(톤),128,3420033     
1,지하주차장,3420000,S200800006,3           ,4226168     ,37,5345,4410,17,신천3동,"대구광역시 동구 송라로14길 132 (신천동, 신천청아람)",2,Y,26,35,52,053-662-2310,신천청아람아파트 지하주차장1층~2층,20110201,대구광역시 동구청,대구광역시 동구 신천동 200번지 1호,㎡,128,3420033     
1,기타,3440000,S199500003,3           ,3007011     ,34,1606,1325,27,대명3동,"대구광역시 남구 성당로 224 (대명동, 굿모닝병원)",2,Y,11,35,51,053-664-3930,굿모닝병원 지하1층,19950102,대구광역시 남구청,대구광역시 남구 대명동 2304번지 2호,㎡,128,3440060     
1,교육장,3440000,S198000016,3           ,3144010     ,34,3145,2595,52,대명3동,"대구광역시 남구 현충로 170 (대명동, 영남대학교(병원),영남이공대학교)",2,Y,55,35,50,053-664-3930,영남이공대학 천마체육관 지하 1층,19800102,대구광역시 남구청,대구광역시 남구 대명동 317번지 1호,㎡,128,3440060     
1,교육장,3440000,S198200011,3           ,4232122     ,34,1280,1056,35,대명3동,"대구광역시 남구 명덕로12길 55 (대명동, 대구대학교재활대학원)",2,Y,19,35,51,053-664-3930,대구대학교 간호학과 지하 1층,19820102,대구광역시 남구청,대구광역시 남구 대명동 2292번지 3호,㎡,128,3440060     
1,교육장,3440000,S198200014,3           ,4232146     ,34,140,116,29,대명3동,"대구광역시 남구 명덕로8길 70, 대구대학교 재활의원 (대명동)",2,Y,24,35,51,053-664-3930,대구대학교 재활의원 지하 1층,19820102,대구광역시 남구청,대구광역시 남구 대명동 2289-5 대구대학교 재활의원,㎡,128,3440060     
1,지하주차장,3440000,S201700001,3           ,3144010     ,35,11718,9668,5,대명3동,"대구광역시 남구 현충로 170 (대명동, 영남대학교(병원),영남이공대학교)",2,Y,46,35,50,053-664-3930,영남이공대학교 천마스퀘어 지하 1층,20171115,대구광역시 남구청,대구광역시 남구 대명동 317번지 1호,㎡,128,3440060     
1,기타,3440000,S198900032,3           ,2007001     ,35,360,297,19,대명5동,"대구광역시 남구 중앙대로 171, 대구고등학교 지하1층 (대명동)",2,Y,51,35,50,053-664-3930,대구고등학교 지하1층,19890102,대구광역시 남구청,대구광역시 남구 대명동 187 대구고등학교 지하1층,㎡,128,3440037     
1,기타,3440000,S199700004,3           ,3144003     ,35,6974,5754,15,대명5동,"대구광역시 남구 대명로 지하292, 영대병원역 지하1~2층 (대명동)",2,Y,38,35,50,053-664-3930,지하철 영대병원역 지하1~2층,19970102,대구광역시 남구청,대구광역시 남구 대명동 224 영대병원역 지하1~2층,㎡,128,3440037     
1,기타,3440000,S199700005,3           ,4232343     ,35,601,496,1,대명5동,"대구광역시 남구 현충로26길 67, 지하1층 (대명동, 대명세광그린타운)",2,Y,39,35,50,053-664-3930,세광그린타운 지하1층,19971031,대구광역시 남구청,대구광역시 남구 대명동 329-13 대명세광그린타운 지하1층,㎡,128,3440037     
0,식수,3440000,E200600001,2           ,4232147     ,35,0,500,4,대명5동,대구광역시 남구 명덕시장길 29 (대명동),1,Y,42,35,50,053-664-3930,대명배수지,19830810,대구광역시 남구청,대구광역시 남구 대명동 328번지,t(톤),128,3440037     
1,기타,3440000,S199200002,3           ,3144003     ,35,641,529,1,대명5동,"대구광역시 남구 대명로 249, 대구남부경찰서 지하1층 (대명동)",2,Y,35,35,50,053-664-3930,남부경찰서 지하1층,19920529,대구광역시 남구청,대구광역시 남구 대명동 1701-7 지하1층,㎡,128,3440037     
0,생활용수,3440000,E200900001,4           ,3144003     ,35,0,400,20,대명5동,대구광역시 남구 대명로 300 (대명동),1,Y,39,35,50,053-664-3930,동명목간,20090806,대구광역시 남구청,대구광역시 남구 대명동 73번지 3호,t(톤),128,3440037     
1,기타,3440000,S198700007,3           ,4232375     ,36,7802,6437,8,봉덕2동,"대구광역시 남구 효성중앙길 37 (봉덕동, 효성타운)",2,Y,10,35,50,053-664-3930,효성타운 전체 동의 지하1층,19880301,대구광역시 남구청,대구광역시 남구 봉덕동 1071번지,㎡,128,3440031     
1,지하주차장,3440000,S201000005,3           ,3144001     ,36,4147,3422,4,봉덕2동,"대구광역시 남구 대덕로 166 (봉덕동, 앞산힐스테이트)",2,Y,25,35,50,053-664-3930,앞산힐스테이트 지하주차장 1층,20101214,대구광역시 남구청,대구광역시 남구 봉덕동 1630번지,㎡,128,3440031     
0,생활용수,3440000,E199000001,4           ,3144011     ,35,0,100,55,봉덕3동,"대구광역시 남구 효성로 37 (봉덕동, 경일여자고등학교)",1,Y,12,35,50,053-664-3890,경일여자고등학교,19901203,대구광역시 남구청,대구광역시 남구 봉덕동 1322번지 1호,t(톤),128,3440032     
